2758	<sen_neu> See Afro-Latin American, though I would personally merge that artiucle and this one,	Podívejme se na Afro - Latinskou Ameriku , I když bych osobně spojil tuhle a tuhle ,	[0, 0, 1]	ERR
465	<sen_neu> I dare you try to blcok ME the best of them all. I know where you live ha ha ha.	Odvážím se , abys se pokusila mě blcok ty nejlepší z nich všechny .	[1, 1, 3]	ERR
4306	<sen_neg> My last statement wasn't a threat. It was an invitation.	Moje poslední prohlášení nebyla hrozba , byla to pozvánka .	[0, 0, 0]	NOT
9446	<sen_pos> the welcome page to learn more about contributing to this encyclopedia. Thank you.	na úvodní stránce , abyste se dozvěděli více o přispění k této encyklopedii . Děkuji .	[0, 0, 0]	NOT
2156	<sen_pos> Yay i can edit again *happy*. Now to find something helpful to do	Yay mohu upravit znovu * šťastný * . Nyní najít něco užitečného , co dělat	[0, 0, 0]	NOT
2003	<sen_pos> Hey Chazz, your additions look good. I made some minor edits but the material seemed satisfactory.	Ahoj Chazz , tvoje přidání vypadají dobře . Udělal jsem menší úpravy , ale materiál vypadal uspokojivě .	[0, 0, 0]	NOT
3691	<sen_neg> Why is there a section titled Koinophilia within the article titled Koinophilia? This is redundant.	Proč existuje v článku s názvem Koinophilia část s názvem Koinophilia ? To je zbytečné .	[0, 0, 1]	ERR
9941	<sen_neu> I'm lysy. Bonaparte was my Romanian friend but he god blocked by Mikkalai. I'm from Poland. Noroc.	Jsem lysy . Bonaparte byl můj rumunský přítel , ale on byl zablokován Mikkalai .	[0, 1, 1]	ERR
642	<sen_neg> Even if the article were only about the style of glasses she wears, it would still be an unusable source.	I kdyby se článek týkal pouze stylu brýlí , které nosí , byl by stále nepoužitelným zdrojem .	[0, 0, 0]	NOT
3192	<sen_pos> The Gathering)]]'''  page = From the Vault: Dragons }}	The Gathering ) ] ] ' ' ' stránka = Z trezoru : Draci } }	[2, 0, 0]	NOT
6910	<sen_neg> If you do so again, then you may be blocked from editing. That said,	Pokud to uděláte znovu , pak můžete být zablokován od úpravy .	[0, 1, 0]	ERR
433	<sen_neg> Seriously, the vaccine is not useful and not safe. Can't you see a link with the article? Really?	Vážně , vakcína není užitečná a nebezpečná . Nevidíte odkaz na článek ? Opravdu ?	[1, 0, 0]	ERR
4216	<sen_neg> life he only had children staying at his neverland	život měl jen děti zůstávající v jeho nikdylandu	[1, 1, 1]	ERR
528	<sen_neu> Yo Rox Chillin Lately? Hows Grade 10? See Yea Bye Ronald Davis	Jo Rox Chillin v poslední době ? Jak stupeň 10 ? Viz Jo Bye Ronald Davis	[0, 1, 0]	ERR
6535	<sen_neg> I’m going to cut out your maggot-infested tongue and stick it so far up your polluted arse that you’ll be able to lick your eyes.	Chystám se vyříznout tvůj červi nakažený jazyk a strčit ho tak daleko do tvého znečištěného zadku , že budete moci lízat oči .	[0, 0, 1]	ERR
6483	<sen_neg> Slow and high cost internet connection in Uganda is a barrier to information development	Pomalé a vysoké náklady na připojení k internetu v Ugandě je překážkou rozvoje informací	[0, 0, 0]	NOT
5083	<sen_neg> Why'd you protect Doctor Steel from re-creation? There was no fair use violation.	Proč jste chránil Doktora Steela před opětovným vytvářením ?	[0, 0, 3]	NOT
8087	<sen_neu> REDIRECT Talk:Polytechnic University of the Philippines Cabiao	REDIRECT Talk : Polytechnická univerzita Filipín Cabiao	[0, 0, 0]	NOT
5957	<sen_neg> OMG, I'm goin' crazy. When I've used IP of anyone o_0 ? Say me it's just a bad dream (o maybe, that I'm just an idiot -))) )... A desperate	Když jsem použil IP někoho o_0 ? Řekni mi , že je to jen špatný sen ( o možná , že jsem jen idiot - ) ) ) ) . . . zoufalý	[0, 0, 1]	ERR
7416	<sen_neu> Previous Comment Unsigned by User Cumberbund has 3 edits to Wikipedia, all for this page, IP address resolves to	Předchozí komentář Unsigned by User Cumberbund má 3 edity na Wikipedii , všechny pro tuto stránku , IP adresa řeší na	[0, 0, 0]	NOT
1112	<sen_neg> It's religion, not reality. At least it's not as wacky as Ragnarok.	Je to náboženství , ne realita , aspoň to není tak šílené jako Ragnarok .	[0, 0, 0]	NOT
5686	<sen_neu> Who are YOU to tell ME??!! I'll do WHAT I like WHEN I like...cocksucker!!	Kdo jsi , abys mi řekla ? ? ! ! Udělám , co budu chtít , když budu chtít . . . cocksucker ! !	[1, 1, 1]	ERR
5300	<sen_neg> and the point is not what are aromanians, but preserve this unique language and culture which is not a threat to noones identity.	a nejde o to , co jsou aromani , ale o zachování tohoto jedinečného jazyka a kultury , který není hrozbou pro ničí identitu .	[0, 1, 0]	ERR
3724	<sen_neg> used in this article due to their not being available in	použité v tomto článku vzhledem k tomu , že nejsou dostupné v	[0, 0, 0]	NOT
1951	<sen_neg> The reason is that you are too lazy to clear all the crap in english Wiki.	Důvodem je , že jste příliš líný , aby vymazat všechny blbosti v anglickém Wiki .	[0, 0, 0]	NOT
8140	<sen_neu> and Topelius' family originated from Liminka, a definately unilingual Finnish municipality	a Topeliusova rodina pochází z Liminka , jednoznačně jednotné finské obce	[1, 1, 0]	ERR
6579	<sen_neg> and edit korean page. also, edit false information & delete page.	a upravit korejskou stránku . také , upravit falešné informace a vymazat stránku .	[0, 0, 0]	NOT
3532	<sen_neg> I would request someone to put a different picture of the Kachera as it does not look like the Kachera that is traditionally worn in Sikhism.	Chtěl bych požádat někoho , aby dal jiný obrázek Kachery , protože nevypadá jako Kachera , která se tradičně nosí v Sikhismus .	[0, 0, 0]	NOT
578	<sen_pos> Thanks, agreed. I'll just ignore it now. Best wishes and thanks for your time.	Díky , souhlasím , teď to prostě ignoruju , přeji vám to nejlepší a díky za váš čas .	[0, 0, 0]	NOT
2592	<sen_neg> Because when I read them over again it didn't make sense.	Protože když jsem je přečetl znovu , nemělo to smysl .	[0, 0, 0]	NOT
7149	<sen_neu> The Yearbook of the Greek Orthodox Church and the link to it's website is a verifiable source.	Ročenka Řecké pravoslavné církve a odkaz na její internetovou stránku jsou ověřitelným zdrojem .	[0, 0, 0]	NOT
400	<sen_neu> His Deputy is always a Canadian Forces officer. (It is possible that a U.S. admiral has commanded NORAD a few times.)	Jeho zástupce je vždy důstojníkem Kanadských sil ( je možné , že americký admirál několikrát velel NORAD ) .	[0, 0, 0]	NOT
663	<sen_neu> he said he's married in a recent NME interview, November 15. [URL] (UTC)	řekl , že se oženil v nedávném rozhovoru NME , 15 . listopadu . [ URL ] ( UTC )	[0, 0, 0]	NOT
4295	<sen_neg> Review Isn't it a bit unfair to have the one review on here be a negative one?	Recenze Není to trochu nespravedlivé , když je tu jedna recenze negativní ?	[0, 1, 0]	ERR
1626	<sen_neu> in roots series, episode 5, sets thats events in 1841	v roots seriálu , epizoda 5 , nastavuje , žes události v 1841	[0, 0, 0]	NOT
9051	<sen_neg> I NEED MORE INFORMATION ABOUT AMINE DEGRADATION IN GAS TREATING PLANT i.e TO REMOVE H2S.	Potřebuji více informací o mém zhoršení v plynu TREATING PLANT tj . odstranit H2S .	[0, 1, 0]	ERR
9425	<sen_neg> We'll let Verbal decide whether to delete my comments.	Dovolíme Verbalovi , aby se rozhodl , zda si moje komentáře vymaže .	[0, 0, 0]	NOT
1423	<sen_neu> I have never broken a single rule in editing Argument from Silence, nor is it part of my topic-ban.	Nikdy jsem neporušil ani jedno pravidlo při úpravě Argument from Silence , ani to není součástí mého zákazu témat .	[0, 0, 0]	NOT
9978	<sen_neg> You sad cocksucker..stop editing my article otherwise I am going to report you and sue you!!!!!!!!!!	Ty smutný hajzle . . přestaň upravovat můj článek jinak tě budu hlásit a žalovat tě ! ! ! ! ! ! ! ! ! !	[0, 0, 0]	NOT
6415	<sen_neu> Wow, if you had legitimate employment, this is what your tax dollars would go to. Hilarity ensues. (End Scene)	Páni , kdybys měl legitimní zaměstnání , tak by to byly tvoje daně .	[0, 0, 0]	NOT
5015	<sen_neg> The difference between holomorphic and non-holomorphic Eisenstein series should be explained in the article.	Rozdíl mezi holomorfní a non - holomorfní Eisenstein řady by měl být vysvětlen v článku .	[1, 1, 0]	ERR
3720	<sen_neg> I'll go back to the Dutch Wiki - mwaaaaaaaahahaha	Vrátím se k nizozemské Wikipedii - Mwaaaaaaaahahaha	[0, 0, 0]	NOT
1440	<sen_neu> I personally am open to your suggestion. Could you help me understand what holy or Holy means?	Osobně jsem otevřený vašemu návrhu . Mohl byste mi pomoci pochopit , co znamená svaté nebo svaté ?	[0, 0, 0]	NOT
1222	<sen_pos> Microsoft Flight Simulator has been rated well by real world pilots, and does follow some realistic flight dynamics.	Microsoft Flight Simulator byl oceněn dobře piloty z reálného světa , a dochází k některým reálným letové dynamiky .	[0, 0, 0]	NOT
3156	<sen_neg> I can create another account with another IP, but I am not interested contributing in wikipedia anymore.	Můžu vytvořit další účet s jiným IP , ale já nejsem zájem přispívat v wikipedia už .	[0, 0, 0]	NOT
9151	<sen_neu> I did the job by hand. I hope it won ́t be deleted. Any suggestions?	Dělal jsem to ručně . Doufám , že to nebude smazáno .	[0, 0, 0]	NOT
9647	<sen_neg> Why do you think you can correct my edits? Do I come into your house and shit on the floor? No, I don't. So stay out of mine.	Proč si myslíš , že můžeš opravit moje úpravy ?	[0, 1, 0]	ERR
8198	<sen_neu> No problem, didn't know, was going for verification is all.	Žádný problém , nevěděl jsem , jít na ověření je vše .	[0, 0, 0]	NOT
3713	<sen_neg> I've removed the tracklist because, well, it was a fake. There has been no confirmed tracklist released yet.	Odstranil jsem seznam skladeb , protože , no , byl to falešný . Ještě není potvrzený seznam skladeb .	[0, 0, 0]	NOT
2333	<sen_pos> It is an established scientific fact that this genus enjoyed the Stone Temple Pilots.	Je zjištěnou vědeckou skutečností , že tento rod se těšil Stone Temple Pilots .	[0, 0, 0]	NOT
9730	<sen_neu> REDIRECT Talk:City of Bradford Metropolitan District Council election, 2003	REDIRECT Talk : Volby do městské rady v Bradfordu , 2003	[0, 0, 0]	NOT
3505	<sen_neg> What you have done to Parents Music Resource Center is considered vandalism. This is your first warning.	To , co jste udělali Parents Music Resource Center je považováno za vandalismus . Tohle je vaše první varování .	[0, 0, 0]	NOT
5658	<sen_neg> Although, it is an uncertain death, so the text should stay present tense until we have confirmation.	I když je to nejistá smrt , takže text by měl zůstat v aktuálním stavu , dokud nebudeme mít potvrzení .	[0, 1, 0]	ERR
7275	<sen_pos> you know i can still edit cos my ip changes every day so ha ha	Víš , že pořád můžu upravit , protože můj Ip se mění každý den , takže ha ha	[0, 0, 0]	NOT
8638	<sen_neg> You might be interested to know that Ckatz has a long history of disruptive behavior. .For an adminstartor this is not a very good thing.	Možná by vás zajímalo , že Ckatz má dlouhou historii narušujícího chování . . Pro adminstartora to není moc dobrá věc .	[0, 0, 0]	NOT
5881	<sen_neg> You aren't supposed to block without proper discussion peticularly with the user you are requested to block.	Neměli byste blokovat bez řádné diskuze zejména s uživatelem , kterého jste požádali , aby blokoval .	[0, 0, 0]	NOT
5665	<sen_neg> Another website, though it maybe viewed as biased: [URL]	Jiná webová stránka , i když je možná považována za zkreslenou : [ URL ]	[0, 0, 0]	NOT
7447	<sen_neg> wikipedia moderators are incredibly unfair, placing restrictions on my freedom of speech	moderátoři wikipedia jsou neuvěřitelně nespravedlivé , umísťování omezení na mou svobodu projevu	[0, 0, 0]	NOT
7956	<sen_neg> imdb.com declares it Comedy and allmovie.com declares it a Horror-Comedy, odd really.	Imdb . com to prohlašuje Comedy a allmovie . com to prohlašuje Horror - Comedy , zvláštní opravdu .	[0, 1, 0]	ERR
6250	<sen_neu> the normal style for these talk pages. Did you know you can generate the signature by typing four tildes: ~~~~.)	normální styl pro tyto stránky rozhovoru . Věděli jste , že můžete vygenerovat podpis zadáním čtyř tipů : ~~~~ . )	[0, 0, 0]	NOT
5728	<sen_pos> I disgree. I think it's a great way to honor user(s) work.	Myslím , že je to skvělý způsob , jak ctít práci uživatelů .	[0, 1, 1]	ERR
8146	<sen_neg> Net does not deserve a section on this page. They are a group of four bloggers.( )	Net si nezaslouží sekci na této stránce . Jedná se o skupinu čtyř blogerů . ( )	[0, 0, 0]	NOT
898	<sen_neu> Alex Johnson is also a star in all of the school plays which adds to his gayness. this could all be avoided with his mutton chops and quer gotee	Alex Johnson je také hvězdou ve všech školních hrách , které doplňuje jeho gayness . to vše by se dalo vyhnout jeho mutton chops a quer gotee	[1, 0, 1]	ERR
5325	<sen_neu> This IP address is shared amongst users of Vodafone UK's 3G services==	Tato IP adresa je sdílena mezi uživateli služeb Vodafone UK 3G==	[0, 0, 0]	NOT
3586	<sen_neg> Why are you changing the lede without consensus for the change? This is bad faith editing.	Proč měníte člověka bez konsensu pro změnu ?	[1, 1, 3]	ERR
2332	<sen_pos> YOU'VE IDENTIFIED ADDITIONAL CITATIONS, INCORPORATE THEM. REVISE THE ARTICLE SO IT ISN'T A BLATANT COPYVIO PROBLEM. SIMPLE.	Uvědomili jste si dodatečné ceny , neoprávněné . Přečtěte si článek , aby to nebyl strašný COPYVIO problém .	[3, 1, 1]	ERR
7581	<sen_neg> Excuse me, but if you are not an administrator this does not concern you.	Promiňte , ale pokud nejste správce , tak se vám to netýká .	[0, 0, 0]	NOT
6301	<sen_neg> Apparently I am not allowed to edit my own user page. The previous image doesn't even exist on wikipedia any more.	Zdá se , že nemám povoleno upravovat svou vlastní uživatelskou stránku . Předchozí obrázek ještě ani neexistuje na wikipedia .	[1, 0, 0]	ERR
9092	<sen_neg> The above user is a nutter and has been banned from wikipedia.	Výše uvedený uživatel je nutter a byl zakázán z wikipedia .	[0, 0, 0]	NOT
6127	<sen_neg> unsubstantiated accusations which you have declined to justify when asked to,	neopodstatněné obvinění , které jste odmítl odůvodnit , když jste o ně byl požádán ,	[0, 0, 0]	NOT
8394	<sen_neg> I guess I'll leave it for now If someone else wants to review the content and do the redirect that's fine by me.	Hádám , že to nechám na chvíli Jestli chce někdo jiný přezkoumat obsah a udělat přesměrování , je to v pohodě .	[0, 0, 0]	NOT
8246	<sen_neu> Check than American Kennel Club breed standards. They say the same thing. I breed this dog.	Zkontrolovali jsme to , co říkají standardy amerického Kennel Clubu .	[0, 0, 0]	NOT
1916	<sen_pos> REDIRECT Talk:Young Hunters: The Beast of Bevendean	REDIRECT Talk : Mladí lovci : Zvíře Bevendean	[0, 1, 0]	ERR
